City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
645,Paternion,AT,83.16,overcast clouds,46.7142,13.6361,Gasthof Zentral
646,Xinzhi,CN,75.54,clear sky,36.4989,111.7047,Mingyue Hotel
649,Skibbereen,IE,73.2,scattered clouds,51.55,-9.2667,The West Cork Hotel
650,Saurimo,AO,82.96,clear sky,-9.6608,20.3916,Hotel Kawissa Saurimo
651,Bubaque,GW,79.43,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
654,Tarakan,ID,81.66,few clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
655,Jogbani,IN,82.49,clear sky,26.4167,87.25,Hotel Eastern Star
659,Dolinsk,RU,70.43,overcast clouds,47.35,142.8,"Gostinitsa ""Yubileynaya"""
661,Ambulu,ID,71.82,clear sky,-8.345,113.6058,Hotel Ambulu Jember
664,Castres,FR,81.66,overcast clouds,43.5833,2.1667,Le 81 Hôtel
667,Imperia,IT,85.75,scattered clouds,43.9667,7.7833,La Stregatta
670,Bandipur,NP,70.65,broken clouds,27.9333,84.4167,Bandipur Guest House
671,Gainesville,US,88.07,scattered clouds,29.6516,-82.3248,"Holiday Inn Gainesville-University Ctr, an IHG Hotel"
672,Sao Jose Da Coroa Grande,BR,79.32,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
677,Ahuimanu,US,78.51,light rain,21.4447,-157.8378,Paradise Bay Resort
679,Kawalu,ID,72.19,broken clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
681,Bogomila,MK,84.38,broken clouds,41.5931,21.4717,Motel Zidan Most
682,Los Algarrobos,PA,86.45,scattered clouds,8.5,-82.4333,Waterfall Hostel
684,Kiunga,PG,72.19,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
686,Karaton,ID,78.96,clear sky,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
